ID,Gmina,Województwo,Powiat,Typ gminy,Powierzchnia ha,Powierzchnia km^2,Ludność,Ludność na km^2,Pożary SUMA,Małe pożary,Średnie pożary,Duże pożary,Bardzo duże pożary,Zagrożenia SUMA,Małe zagrożenia,Lokalne zagrożenia,Średnie zagrożenia,Duże zagrożenia,Gigantyczne/klęski żywiołowe,Fałszywe alarmy SUMA,Złośliwe alarmy,W dobrej wierze,Z urządzeń,Do 30 min.,31-60 min.,61-120 min.,121-240 min.,241-720 min.,do 1 dnia,powyżej 1 dnia,Ofiary śmiertelne SUMA,Ranni SUMA,Ofiary śmiertelne (ratownicy) [pożary],Ranni ratownicy [pożary],Ofiary śmiertelne strażacy [pożary],Ranni strażacy [pożary],Ofiary śmiertelne (inne osoby) [pożary],Ranni (inne osoby) [pożary],Ofiary śmiertelne (dzieci) [pożary],Ranni (dzieci) [pożary],Ofiary śmiertelne (ratownicy) [zagrożenia],Ranni ratownicy [zagrożenia],Ofiary śmiertelne strażacy [zagrożenia],Ranni strażacy [zagrożenia],Ofiary śmiertelne (inne osoby) [zagrożenia],Ranni (inne osoby) [zagrożenia],Ofiary śmiertelne (dzieci) [zagrożenia],Ranni (dzieci) [zagrożenia],Silne wiatry,Przybory wód,Opady śniegu,Opady deszczu,Chemiczne,Ekologiczne,Radiologiczne,Budowlane,Infrastruktury komunalnej,W transporcie drogowym,W transporcie kolejowym,W transporcie lotniczym,Na obszarach wodnych,Medyczne
2153,Racibórz,śląskie,raciborski,miejska,7501,75,55189,736,137,135,2,0,0,473,63,403,7,0,0,119,9,64,46,200,276,93,23,16,2,0,5,109,0,2,0,2,0,10,0,3,0,0,0,0,5,97,0,11,43,1,0,9,61,0,0,13,8,100,2,0,3,62
2154,Rudnik,śląskie,raciborski,wiejska,7388,74,5189,70,12,11,1,0,0,49,5,43,1,0,0,2,0,2,0,3,25,24,7,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,8,0,0,4,1,0,0,1,1,6,0,0,1,3
2156,Ruda Śląska,śląskie,Ruda Śląska,miasto na prawach powiatu,7773,78,138578,1783,643,638,5,0,0,1045,152,871,22,0,0,182,11,102,69,574,709,319,69,11,4,1,12,265,0,0,0,0,3,29,0,4,0,0,0,0,9,236,0,33,157,4,0,39,144,0,0,9,14,210,3,0,1,144
2158,Czerwionka-Leszczyny,śląskie,rybnicki,miejsko-wiejska,11464,115,42170,368,137,134,3,0,0,329,34,287,8,0,0,37,2,31,4,35,222,173,31,4,1,0,6,66,0,0,0,0,1,4,0,0,0,0,0,0,5,62,0,5,19,0,0,9,9,0,0,3,12,68,1,0,0,22
2159,Gaszowice,śląskie,rybnicki,wiejska,1985,20,9652,486,32,31,1,0,0,60,0,60,0,0,0,0,0,0,0,27,34,27,3,1,0,0,1,7,0,1,0,0,1,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1
2160,Jejkowice,śląskie,rybnicki,wiejska,759,8,4137,545,6,6,0,0,0,24,1,22,1,0,0,0,0,0,0,4,18,7,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,8,0,0,0,6
2161,Lyski,śląskie,rybnicki,wiejska,5739,57,9636,168,13,10,3,0,0,67,2,65,0,0,0,5,2,2,1,19,34,19,4,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,11,0,0,0,2
2162,Świerklany,śląskie,rybnicki,wiejska,2417,24,12347,511,25,25,0,0,0,94,8,86,0,0,0,3,0,3,0,11,66,40,1,1,0,0,0,19,0,0,0,0,0,2,0,0,0,0,0,0,0,17,0,1,3,0,0,0,1,0,0,0,1,22,0,0,0,3
2164,Rybnik,śląskie,Rybnik,miasto na prawach powiatu,14836,148,139129,938,397,393,4,0,0,844,128,703,13,0,0,120,6,57,57,299,570,272,63,36,0,1,5,250,0,1,0,1,0,19,0,1,0,2,0,1,5,228,0,34,68,1,0,3,52,1,0,3,14,198,0,0,9,127
2166,Siemianowice Śląskie,śląskie,Siemianowice Śląskie,miasto na prawach powiatu,2550,25,67523,2648,501,494,6,0,1,490,74,403,13,0,0,98,3,44,51,497,354,117,19,3,1,0,2,126,0,4,0,4,0,29,0,8,0,1,0,1,2,92,0,10,72,0,0,7,77,0,0,10,38,67,3,0,1,57
2168,Sosnowiec,śląskie,Sosnowiec,miasto na prawach powiatu,9106,91,204013,2240,815,797,18,0,0,1310,241,1051,17,1,0,450,11,317,122,446,1005,476,137,54,5,2,8,298,0,3,0,3,3,29,0,2,0,1,0,1,5,265,0,28,163,3,0,30,94,1,0,23,16,352,3,0,3,161
2170,Świętochłowice,śląskie,Świętochłowice,miasto na prawach powiatu,1331,13,50385,3785,262,260,2,0,0,437,71,357,9,0,0,79,4,62,13,172,329,157,25,15,0,1,4,126,0,0,0,0,1,18,0,5,0,1,0,1,3,107,0,29,65,0,0,14,65,2,0,11,21,62,0,0,3,83
2172,Kalety,śląskie,tarnogórski,miejska,7629,76,8627,113,25,23,1,1,0,85,4,80,1,0,0,1,0,1,0,0,33,60,14,3,0,0,0,10,0,0,0,0,0,2,0,1,0,0,0,0,0,8,0,0,21,0,0,1,1,0,0,1,0,14,0,0,1,1
2173,Krupski Młyn,śląskie,tarnogórski,wiejska,3908,39,3212,82,10,10,0,0,0,39,0,38,1,0,0,4,0,2,2,2,24,17,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,1,0,1,3,0,0,0,2,4,0,0,0,1
2174,Miasteczko Śląskie,śląskie,tarnogórski,miejska,6783,68,7419,109,34,33,1,0,0,88,8,78,2,0,0,6,0,6,0,17,60,38,6,1,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,2,4,4,0,1,3,0,0,0,1,17,0,0,3,3
2175,Ożarowice,śląskie,tarnogórski,wiejska,4588,46,5715,125,32,32,0,0,0,123,35,86,2,0,0,15,0,10,5,15,65,51,15,4,4,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,12,1,0,3,0,0,0,1,2,16,0,0,1,5
2176,Radzionków,śląskie,tarnogórski,miejska,1320,13,16798,1273,49,48,0,1,0,163,8,155,0,0,0,36,0,24,12,51,88,51,17,5,0,0,0,16,0,0,0,0,0,3,0,1,0,0,0,0,0,13,0,2,33,0,1,15,6,0,0,1,2,25,0,0,0,4
2177,Świerklaniec,śląskie,tarnogórski,wiejska,4463,45,12069,270,56,55,1,0,0,262,8,248,6,0,0,6,0,5,1,40,165,87,22,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,31,5,0,26,1,0,0,6,2,41,0,0,4,9
2178,Tarnowskie Góry,śląskie,tarnogórski,miejska,8372,84,61262,732,145,141,2,2,0,851,65,773,13,0,0,97,1,62,34,235,508,208,33,11,0,1,3,135,0,0,0,0,2,19,0,7,0,1,0,1,1,115,0,14,84,6,1,65,22,0,0,7,13,136,0,0,4,55
2179,Tworóg,śląskie,tarnogórski,wiejska,12520,125,8197,65,42,41,1,0,0,195,10,181,3,1,0,4,0,4,0,17,113,70,32,5,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,4,46,1,0,0,1,0,0,2,1,25,0,0,3,2
2180,Zbrosławice,śląskie,tarnogórski,wiejska,14836,148,16001,108,58,54,4,0,0,266,12,248,6,0,0,17,0,17,0,26,146,121,27,4,0,0,2,43,0,0,0,0,0,1,0,0,0,0,0,0,2,42,0,3,38,0,0,5,2,0,0,2,7,59,0,0,0,13
2182,Tychy,śląskie,Tychy,miasto na prawach powiatu,8181,82,128211,1567,298,294,4,0,0,1078,187,880,11,0,0,272,7,154,111,413,658,224,54,21,1,5,10,141,0,1,0,1,0,9,0,1,0,0,0,0,10,131,0,19,88,2,0,12,89,8,0,10,35,225,0,0,15,101
2184,Godów,śląskie,wodzisławski,wiejska,3805,38,13653,359,35,35,0,0,0,101,15,81,5,0,0,7,1,4,2,6,60,54,15,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,8,0,0,10,4,0,0,4,8,14,0,0,0,10
2185,Gorzyce,śląskie,wodzisławski,wiejska,6458,64,21100,327,61,59,2,0,0,215,19,190,6,0,0,25,1,10,14,27,134,88,25,2,0,0,3,22,0,0,0,0,0,2,0,0,0,0,0,0,3,20,0,2,16,0,0,12,4,2,0,5,7,26,0,0,2,15
2186,Lubomia,śląskie,wodzisławski,wiejska,4178,42,7900,189,37,36,1,0,0,62,3,57,1,1,0,5,0,5,0,11,42,34,8,4,0,0,2,17,0,0,0,0,1,3,0,0,0,0,0,0,1,14,0,2,2,0,0,0,2,0,0,0,0,16,0,0,4,7
2187,Marklowice,śląskie,wodzisławski,wiejska,1369,14,5447,398,18,18,0,0,0,41,2,39,0,0,0,3,0,3,0,14,29,14,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,2,0,0,0,0,6,8,0,0,0,5
2188,Mszana,śląskie,wodzisławski,wiejska,3122,31,7647,245,33,33,0,0,0,86,5,75,6,0,0,8,0,8,0,4,52,52,9,2,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,5,4,0,0,1,2,0,0,1,3,46,0,0,1,14
2189,Pszów,śląskie,wodzisławski,miejska,2044,20,14114,691,21,20,0,1,0,104,6,96,2,0,0,5,0,5,0,21,72,24,6,1,1,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,1,3,0,0,1,2,0,0,4,3,14,0,0,1,8
2190,Radlin,śląskie,wodzisławski,miejska,1253,13,17861,1425,58,57,1,0,0,172,7,164,1,0,0,25,5,12,8,28,118,66,18,0,0,0,1,39,0,1,0,0,0,0,0,0,0,0,0,0,1,38,0,4,8,0,0,0,9,0,0,1,3,35,1,0,0,22
2191,Rydułtowy,śląskie,wodzisławski,miejska,1495,15,21700,1452,47,46,1,0,0,189,11,178,0,0,0,22,1,19,2,36,129,58,12,1,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,3,36,0,1,8,0,0,0,5,0,0,1,1,32,0,0,0,21
2192,Wodzisław Śląski,śląskie,wodzisławski,miejska,4951,50,48345,976,127,126,1,0,0,398,34,361,3,0,0,57,1,31,25,103,268,122,25,6,0,1,4,71,0,0,0,0,1,5,0,0,0,1,0,0,3,65,0,10,32,0,1,8,25,0,0,6,9,71,0,0,0,35
2194,Zabrze,śląskie,Zabrze,miasto na prawach powiatu,8040,80,174349,2169,860,857,3,0,0,1306,172,1102,32,0,0,284,6,178,100,659,1048,368,82,9,0,0,13,241,0,2,0,2,4,27,0,2,0,1,0,1,9,211,0,23,158,1,0,12,126,1,0,8,31,268,4,0,3,84
2196,Irządze,śląskie,zawierciański,wiejska,7100,71,2664,38,13,13,0,0,0,26,3,23,0,0,0,2,0,2,0,0,11,17,7,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,1,0,0,0,0,2,3,0,0,0,1
2197,Kroczyce,śląskie,zawierciański,wiejska,11005,110,6344,58,67,60,7,0,0,74,8,61,5,0,0,6,0,4,2,4,37,67,25,8,0,0,4,18,0,0,0,0,1,0,0,0,0,0,0,0,3,18,0,0,12,0,0,0,2,0,0,0,1,25,0,0,3,7
2198,Łazy,śląskie,zawierciański,miejsko-wiejska,13293,133,15992,120,99,95,4,0,0,124,26,96,2,0,0,14,1,12,1,9,102,82,24,6,0,0,2,24,0,0,0,0,1,3,0,0,0,0,0,0,1,21,0,1,15,0,0,0,3,0,0,0,2,24,1,0,2,4
2199,Ogrodzieniec,śląskie,zawierciański,miejsko-wiejska,8489,85,9182,108,37,36,1,0,0,70,6,64,0,0,0,12,0,10,2,5,43,39,15,5,0,0,2,13,0,0,0,0,1,1,0,0,0,0,0,0,1,12,0,0,13,0,0,1,0,0,0,3,1,21,0,0,0,9
2200,Pilica,śląskie,zawierciański,miejsko-wiejska,14260,143,8711,61,39,37,2,0,0,74,5,69,0,0,0,10,8,2,0,12,28,50,16,3,4,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,12,0,0,0,0,0,0,1,1,19,0,0,2,4
2201,Poręba,śląskie,zawierciański,miejska,3999,40,8581,215,45,44,1,0,0,70,5,62,3,0,0,7,0,6,1,15,52,40,5,2,1,0,0,15,0,0,0,0,0,1,0,0,0,1,0,0,0,13,0,1,10,0,0,3,0,2,0,1,1,15,0,0,1,5
2202,Szczekociny,śląskie,zawierciański,miejsko-wiejska,13393,134,7824,58,71,63,6,2,0,88,8,78,2,0,0,7,0,6,1,32,69,35,17,5,1,0,4,26,0,0,0,0,2,2,0,0,0,0,0,0,2,24,0,3,15,0,0,0,2,1,0,1,2,29,0,0,0,8
2203,Włodowice,śląskie,zawierciański,wiejska,7679,77,5237,68,43,39,4,0,0,34,3,30,1,0,0,3,0,3,0,4,27,37,8,1,0,0,1,13,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,2,3,0,0,0,0,0,0,0,0,6,0,0,0,2
2204,Zawiercie,śląskie,zawierciański,miejska,8525,85,49908,585,200,196,3,1,0,385,63,315,7,0,0,116,10,54,52,205,206,110,49,15,0,0,7,95,0,1,0,1,1,11,0,1,0,0,0,0,6,83,0,4,25,1,0,5,24,0,0,4,12,77,0,0,2,42
2205,Żarnowiec,śląskie,zawierciański,wiejska,12480,125,4658,37,25,25,0,0,0,16,0,15,1,0,0,3,2,1,0,0,10,23,8,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,5,0,0,0,0,0,0,0,1,4,0,0,1,0
2207,Żory,śląskie,Żory,miasto na prawach powiatu,6464,65,62243,963,161,158,2,0,1,488,61,420,6,1,0,133,1,74,58,129,304,161,32,15,2,6,2,109,0,1,0,1,0,5,0,1,0,2,0,1,2,101,0,20,36,1,0,19,45,2,0,4,22,111,0,0,4,48
2209,Czernichów,śląskie,żywiecki,wiejska,5640,56,6805,121,30,28,2,0,0,89,7,76,6,0,0,10,0,10,0,17,40,40,18,4,0,0,0,23,0,0,0,0,0,0,0,0,0,1,0,1,0,22,0,3,29,0,0,2,0,0,0,3,0,20,0,1,8,11
2210,Gilowice,śląskie,żywiecki,wiejska,2795,28,6230,223,16,15,1,0,0,33,2,30,1,0,0,2,0,2,0,7,19,18,3,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,5,7,1,0,2,0,0,0,1,1,15,0,0,1,6
2211,Jeleśnia,śląskie,żywiecki,wiejska,17062,170,13353,78,41,37,4,0,0,97,6,89,2,0,0,5,2,2,1,14,37,59,22,5,0,1,4,26,0,0,0,0,1,1,0,0,0,0,0,0,3,25,0,1,26,3,1,11,3,0,0,4,3,28,0,0,2,10
2212,Koszarawa,śląskie,żywiecki,wiejska,3156,32,2377,75,2,2,0,0,0,18,2,16,0,0,0,1,0,1,0,2,11,4,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,0,1,3,0,0,0,1
2213,Lipowa,śląskie,żywiecki,wiejska,5872,59,10719,183,60,56,4,0,0,43,3,39,1,0,0,4,0,4,0,18,44,31,8,2,0,0,0,18,0,2,0,1,0,2,0,0,0,0,0,0,0,14,0,1,5,0,0,1,2,0,0,2,0,16,0,0,0,5
2214,Łękawica,śląskie,żywiecki,wiejska,4277,43,4543,106,12,10,2,0,0,23,0,21,2,0,0,4,0,4,0,7,14,11,1,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,1,0,1,1,0,0,0,0,8,0,0,1,2
2215,Łodygowice,śląskie,żywiecki,wiejska,3586,36,14269,398,39,38,1,0,0,72,8,61,3,0,0,10,1,9,0,21,57,29,1,2,0,1,0,23,0,0,0,0,0,2,0,0,0,0,0,0,0,21,0,3,17,1,1,1,1,1,0,3,1,20,0,0,4,8
2216,Milówka,śląskie,żywiecki,wiejska,9888,99,10051,102,29,28,1,0,0,59,5,54,0,0,0,4,0,4,0,13,27,33,13,2,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,2,11,8,2,9,0,0,0,0,0,11,0,0,0,2
2217,Radziechowy-Wieprz,śląskie,żywiecki,wiejska,6486,65,13049,201,48,47,1,0,0,74,4,67,3,0,0,4,0,4,0,19,53,39,11,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,2,16,3,2,4,3,0,0,2,0,26,1,0,0,11
2218,Rajcza,śląskie,żywiecki,wiejska,13142,131,8891,68,13,10,3,0,0,43,3,39,1,0,0,5,0,3,2,12,11,24,5,3,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,14,2,0,2,0,1,0,0,0,12,0,0,4,4
2219,Ślemień,śląskie,żywiecki,wiejska,4502,45,3541,79,12,12,0,0,0,33,2,31,0,0,0,1,0,1,0,7,18,12,7,1,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,3,18,0,5,0,0,0,0,0,0,10,0,0,0,4
2220,Świnna,śląskie,żywiecki,wiejska,3918,39,8094,207,10,10,0,0,0,28,6,21,1,0,0,3,0,3,0,8,8,20,1,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,11,1,0,4,0,0,0,1,0,5,0,0,0,2
2221,Ujsoły,śląskie,żywiecki,wiejska,10981,110,4541,41,16,13,3,0,0,45,9,33,3,0,0,5,0,5,0,7,15,26,9,4,0,0,2,5,0,0,0,0,2,1,0,0,0,0,0,0,0,4,0,1,15,0,2,2,0,0,0,0,2,8,0,0,1,2
2222,Węgierska Górka,śląskie,żywiecki,wiejska,7647,76,15164,198,38,36,2,0,0,64,7,54,3,0,0,8,0,7,1,12,45,31,11,3,0,0,1,28,0,0,0,0,0,3,0,0,0,0,0,0,1,25,0,1,5,0,0,2,1,1,0,2,1,24,1,0,1,10
2223,Żywiec,śląskie,żywiecki,miejska,5054,51,31560,624,96,93,2,0,1,264,43,215,6,0,0,35,0,29,6,87,167,57,16,27,1,5,1,74,0,5,0,4,0,2,0,0,0,0,0,0,1,67,0,8,45,3,1,9,5,4,0,9,3,82,0,0,18,26
2226,Busko-Zdrój,świętokrzyskie,buski,miejsko-wiejska,23550,236,32438,138,127,113,14,0,0,301,25,270,6,0,0,8,1,7,0,79,178,129,32,9,1,0,4,68,0,1,0,1,0,2,0,0,0,0,0,0,4,65,0,7,55,0,1,15,7,1,0,12,6,53,0,0,4,16
2227,Gnojno,świętokrzyskie,buski,wiejska,9631,96,4403,46,18,16,1,1,0,26,0,23,3,0,0,0,0,0,0,0,7,28,6,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,2
2228,Nowy Korczyn,świętokrzyskie,buski,wiejska,11667,117,6036,52,25,22,3,0,0,46,1,44,1,0,0,1,0,1,0,3,24,34,8,1,0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,3,0,0,1,0,0,0,2,0,11,0,0,1,6
2229,Pacanów,świętokrzyskie,buski,wiejska,12458,125,7420,60,34,26,8,0,0,56,3,53,0,0,0,1,0,1,0,6,24,48,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,5,0,0,0,2,1,8,0,0,0,4
2230,Solec-Zdrój,świętokrzyskie,buski,wiejska,8504,85,5059,59,22,19,3,0,0,32,4,28,0,0,0,1,0,1,0,5,18,23,7,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,5,0,0,0,1,0,0,0,0,8,0,0,0,4
2231,Stopnica,świętokrzyskie,buski,miejsko-wiejska,12596,125,7664,61,34,30,3,1,0,62,2,59,1,0,0,3,0,3,0,2,21,52,16,5,0,0,2,31,0,0,0,0,0,3,0,2,0,0,0,0,2,28,0,5,12,0,0,1,0,0,0,0,0,23,0,0,0,10
2232,Tuczępy,świętokrzyskie,buski,wiejska,8362,84,3751,45,20,18,2,0,0,24,1,20,3,0,0,1,0,1,0,3,16,14,10,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,5,0,1,0,1,0,0,0,1,4,0,0,0,2
2233,Wiślica,świętokrzyskie,buski,miejsko-wiejska,10032,100,5552,55,66,57,9,0,0,17,1,16,0,0,0,0,0,0,0,6,23,42,11,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,1
2235,Imielno,świętokrzyskie,jędrzejowski,wiejska,10101,101,4420,44,38,34,4,0,0,21,0,21,0,0,0,1,0,1,0,1,8,33,16,1,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,0,2,0,6,1,0,1,1
2236,Jędrzejów,świętokrzyskie,jędrzejowski,miejsko-wiejska,22662,227,28324,125,91,88,3,0,0,170,22,145,3,0,0,8,1,6,1,44,106,81,21,9,0,0,5,54,0,0,0,0,0,1,0,0,0,0,0,0,5,53,0,6,9,0,0,10,4,0,0,1,4,45,1,0,1,18
2237,Małogoszcz,świętokrzyskie,jędrzejowski,miejsko-wiejska,14605,146,11626,80,28,25,3,0,0,60,5,54,1,0,0,2,0,2,0,7,22,46,8,5,0,0,1,17,0,0,0,0,0,1,0,0,0,0,0,0,1,16,0,1,7,0,1,0,1,0,0,3,0,17,0,0,0,5
2238,Nagłowice,świętokrzyskie,jędrzejowski,wiejska,11729,117,4993,43,15,14,1,0,0,35,1,34,0,0,0,1,0,1,0,0,19,25,5,1,0,0,2,19,0,0,0,0,0,1,0,0,0,1,0,0,2,17,0,0,4,0,0,0,2,0,0,0,0,19,0,0,0,8
2239,Oksa,świętokrzyskie,jędrzejowski,wiejska,9072,91,4605,51,29,26,3,0,0,13,1,11,1,0,0,2,0,2,0,1,8,22,7,4,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,1
2240,Sędziszów,świętokrzyskie,jędrzejowski,miejsko-wiejska,14565,146,12599,87,47,44,2,1,0,82,7,75,0,0,0,3,1,2,0,10,56,44,14,5,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,2,16,0,0,1,1,0,0,4,0,12,0,0,1,8
2241,Słupia,świętokrzyskie,jędrzejowski,wiejska,10842,108,4360,40,4,3,1,0,0,17,0,17,0,0,0,0,0,0,0,0,9,9,2,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,6,0,0,0,0,0,0,0,1,3,0,0,0,2
2242,Sobków,świętokrzyskie,jędrzejowski,wiejska,14431,144,8533,59,22,22,0,0,0,39,3,34,2,0,0,2,0,2,0,1,12,39,8,1,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,6,0,0,1,0,0,0,0,0,17,1,0,1,1
2243,Wodzisław,świętokrzyskie,jędrzejowski,wiejska,17689,177,7100,40,35,29,5,1,0,40,1,37,2,0,0,2,0,2,0,0,15,39,18,2,0,1,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,2,9,0,0,0,1,0,0,0,1,11,0,0,0,1
2245,Bejsce,świętokrzyskie,kazimierski,wiejska,5748,57,4108,71,10,10,0,0,0,33,2,31,0,0,0,0,0,0,0,3,15,19,5,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,2,0,0,1,1
2246,Czarnocin,świętokrzyskie,kazimierski,wiejska,7032,70,3834,55,3,3,0,0,0,39,5,33,1,0,0,0,0,0,0,3,11,22,3,3,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,9,0,0,0,1,0,0,1,2,6,0,0,1,3
2247,Kazimierza Wielka,świętokrzyskie,kazimierski,miejsko-wiejska,13986,140,16290,116,47,45,2,0,0,163,14,147,2,0,0,2,0,2,0,23,100,62,22,3,0,0,1,16,0,0,0,0,0,0,0,0,0,1,0,1,1,15,0,0,27,0,4,0,3,1,0,4,1,23,0,0,8,14
2248,Opatowiec,świętokrzyskie,kazimierski,wiejska,6858,69,3288,48,7,3,4,0,0,30,3,26,1,0,0,0,0,0,0,3,9,12,8,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,1,0,0,0,0,0,0,7,0,0,0,3
2249,Skalbmierz,świętokrzyskie,kazimierski,miejsko-wiejska,8594,86,6529,76,26,22,4,0,0,64,4,58,2,0,0,2,0,2,0,1,28,41,16,4,0,0,2,12,0,0,0,0,0,1,0,0,0,2,0,1,2,9,0,0,9,0,2,4,0,0,0,0,1,15,0,0,1,9
2250,Kielce,świętokrzyskie,Kielce,miasto na prawach powiatu,10965,110,196804,1795,467,459,7,0,1,1218,247,906,65,0,0,76,6,58,12,390,866,327,66,36,0,0,30,251,0,1,0,1,3,18,0,0,0,1,0,1,27,231,0,25,61,0,2,24,136,0,0,19,8,196,1,0,12,64
2253,Bieliny,świętokrzyskie,kielecki,wiejska,8822,88,10268,116,37,35,2,0,0,76,2,71,3,0,0,0,0,0,0,8,23,47,26,9,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,3,8,1,0,37,0,0,0,4,1,16,0,0,0,3
2254,Bodzentyn,świętokrzyskie,kielecki,miejsko-wiejska,15975,160,11632,73,41,39,2,0,0,64,2,60,2,0,0,2,0,2,0,0,34,52,17,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,1,11,2,0,0,0,0,8,0,0,0,6
2255,Chęciny,świętokrzyskie,kielecki,miejsko-wiejska,12739,127,15053,118,65,63,2,0,0,85,4,73,8,0,0,4,0,4,0,4,30,73,39,4,0,0,4,35,0,0,0,0,1,3,0,0,0,0,0,0,3,32,0,3,5,0,1,2,3,1,0,0,0,41,0,0,0,11
2256,Chmielnik,świętokrzyskie,kielecki,miejsko-wiejska,14219,142,11362,80,35,29,5,0,1,71,2,68,1,0,0,2,0,2,0,9,41,33,20,3,0,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,3,14,0,1,10,1,0,0,3,0,25,0,0,0,12
2257,Daleszyce,świętokrzyskie,kielecki,wiejska,22239,222,15775,71,97,92,5,0,0,110,4,101,5,0,0,3,0,3,0,13,71,82,32,9,0,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,5,6,5,1,29,0,0,0,0,0,31,0,0,1,13
2258,Górno,świętokrzyskie,kielecki,wiejska,8316,83,14292,172,101,96,4,0,1,81,3,72,6,0,0,4,0,4,0,12,68,72,26,4,0,0,1,29,0,0,0,0,0,1,0,0,0,0,0,0,1,28,0,5,7,0,0,4,0,0,0,0,1,29,0,0,1,18
2259,Łagów,świętokrzyskie,kielecki,miejsko-wiejska,11323,113,6908,61,20,20,0,0,0,44,2,39,3,0,0,0,0,0,0,1,12,37,12,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,0,2,4,0,0,0,1,0,12,0,0,0,3
2260,Łopuszno,świętokrzyskie,kielecki,wiejska,17700,177,9062,51,24,23,1,0,0,30,1,28,1,0,0,3,0,3,0,3,12,25,11,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,3,0,0,0,0,0,11,0,0,0,3
2261,Masłów,świętokrzyskie,kielecki,wiejska,8555,86,10819,126,64,62,2,0,0,97,15,81,1,0,0,3,1,2,0,5,66,72,15,3,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,6,0,0,2,0,0,0,1,0,32,0,0,1,7
